id,mpn,manufacturer,description,value,package,symbol,footprint,datasheet,keywords,status,exclude_from_bom
CONN-0001, B2B-PH-SM4-TB,JST,JST connector Pitch 2mm,,,Connector:Conn_01x02_Pi,,https://www.jst-mfg.com/product/pdf/eng/ePH.pdf,,draft,0
